respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DE LA INSTITUCIÓN EDUCATIVA,¿Con qué género te identificas?,"Cuéntanos una historia que te haya pasado en la educación virtual que para ti haya sido importante, puede ser algo agradable o desagradable, que te sucedió a ti o a otro compañero, puede ser alguna situación con un docente, o con tu familia, la conectividad o lo que piensas de esta nueva realidad, comparte tu historia aquí.",La historia que contaste te genera,La experiencia que compartiste es,¿Cuándo pasó la historia que nos contaste?,¿Con qué frecuencia pasa la situación que nos contaste?,¿Quién debe saber esta historia?,¿A quiénes involucra la historia que nos contaste?,Otro Involucrado,¿Qué enseñanza para la vida te dejó la historia que nos contaste?,Otra Enseñanza,La historia que nos contaste tiene impacto en:,Los espacios de aprendizaje virtual que estás teniendo:,Las actividades Extra-curriculares de manera virtual que te ofrece la institución son:,"¿En tu institución utilizan el arte, la cultura, la ciencia y la tecnología, como un camino para la celebración y el respeto por la diversidad?",¿Sientes que tus intereses y preguntas son tenidos en cuenta en tu institución a la hora de crear los contenidos y temas que veras en clase?,¿Sobre cuáles de los siguientes temas te gustaría aprender más en tu institución?,Otro (especifique),¿Cuál de estas características crees que es la que más resalta en los docentes de tu institución?,Disfrutas y aprendes mejor cuando:,Si fueras un profesor de tu institución ¿Qué agregarías a las clases (virtuales y presenciales)?, 
12736124298,404495119,2021-06-11 10:04:18,2021-06-11 10:15:36,181.51.32.55,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Hombre,Cuando estabamos en la entrega de notas que quede de 6,Alegría,Experiencia personal,Hace algunos días o semanas,Casi nunca,Padres/familia,A mi,,Aprendí a valorar a mis profesores como personas que se interesan por mi mas allá de lo académico,,Tus emociones o sentimientos,Hacen que desees volver al salón de clase.,No me ofrecen/ No sé,Más o menos,Nada,Educación sexual,,Innovación y creatividad.,46,Más proyectos artísticos,
12736109482,404495119,2021-06-11 10:05:30,2021-06-11 10:10:28,190.61.43.3,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Hombre,Pues no me gusta la virtualidad porque no entiendo bien pero me toca ser virtual ya que no tengo la posibilidad de ir al colegio,Tristeza,Experiencia personal,Hace un año,Frecuentemente,Todo el mundo,A mi,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu futuro,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Mucho,Educación y aprendizaje,,Trabajo colaborativo.,3,Más proyectos artísticos,
12736109473,404495119,2021-06-11 10:03:28,2021-06-11 10:10:28,181.51.32.174,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Mujer,PRENDER EL MICRÓFONO Y NO DECIR LO QUE ME ESTABAN PREGUNTANDO ,Miedo/angustia,Experiencia personal,Hace algunos días o semanas,Frecuentemente,Los profesores y las directivas,A mi,,Aprendí nuevas habilidades y conocimientos.,,Tu futuro,Hacen que te intereses por nuevas maneras de aprender.,Me encantan,Mucho,Mucho,Educación sexual,,Trabajo colaborativo.,100,Más casos y ejemplos de la vida real.,
12734111963,404495119,2021-06-10 20:44:45,2021-06-10 21:01:44,181.130.67.137,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Mujer,Mi primer día que no tenía conocimiento del classroom y la profe me dio una asesoría me pareció muy chevere por que me tubo mucha paciencia,Motivación,Experiencia personal,Hace seis meses,Casi siempre,Todo el mundo,Profesores,,Aprendí nuevas habilidades y conocimientos.,,Tu futuro,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Mucho,Mucho,Educación y aprendizaje,,Trabajo colaborativo.,43,Más proyectos artísticos,
12733332080,404495119,2021-06-10 14:28:43,2021-06-10 17:50:08,181.132.116.149,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Mujer,"un día que nos toco matemáticas  nosotros no sabíamos pero se avía entrado una niña que no era del colegio nosotros no sabíamos que era una niña desconocida nosotros nos dimos cuenta porque ella hablo dijo“ maestra me puede volver a repetir que no entendí ""tenia un acento venezolano y la profe dijo “ como” porque no avía escuchado bien y ella volvió a repetir “ maestra me puede volver a repetir que no entendí por favor "" la profe le pregunto  “ tu de que grado eres” ella dijo “ de 11” la profe se sorprendió y le pregunto“ y tu porque estas acá ” porque era la clase de grado 5. ella respondió “ porque quiero aprender ”  y a lo ultimo la dejamos pero ella mostro su cara y la mamá de ella se estaba riendo y después de eso no a vuelto a pasar gracias a DIOS",Miedo/angustia,Una opinión,Hace algunos días o semanas,Casi nunca,Los profesores y las directivas,Otro (especifique),profesora y compañeros,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Lo que pasa a tu alrededor,Hacen que no quieras entrar a ellos.,Me encantan,Mucho,Mucho,Valores,,Innovación y creatividad.,100,Más juegos,
12733311491,404495119,2021-06-10 17:33:49,2021-06-10 17:41:21,186.146.66.13,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Hombre,"Tenia una exposición ese dia pero no tenia internet en casa, le pedi la clave a la vecina pero tampoco tenia internet, tuve que irme en mitad de la clase a casa de un primo para poder hacer la exposicion.",Alegría,Experiencia personal,Hace seis meses,Casi nunca,Todo el mundo,Familia,,Aprendí la importancia de la familia.,,Tu futuro,Son aburridos y no te gustan.,No me gustan,Más o menos,Más o menos,Innovación y creatividad,,Innovación y creatividad.,27,Más debate.,
12733036451,404495119,2021-06-10 15:20:13,2021-06-10 15:42:49,181.58.39.252,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Mujer,"Bueno yo me fui para una finca enorme de paseo el año pasado y en ese momento como estabamos en virtualidad me fui y me encanto estar haya pero el problema eran las clases virtuales, las tareas y los examenes los cuales yo no hice.Osea no hacia casi nada ya que en la finca no avia internet y lo que haciamos era irnos a casa de un vecino que si tenia y cuando yo llegaba a ya era a ver tik toks y no me conectaba a clases o me conectaba y no prestaba atencion, ni tampoco hacia las tareas y como las clases se acababan tan tarde como a las 7pm y yo me iba a las 4pm y asi me la pase todo el año pasando rico y al final perdi 8 materias pero las recupere todas con esfierzo y diciendo que me iba a mudar lo cual si fue verdad y no perdi el año fin. (Todo eso que vivi me enseño a que debo ser una mejor estudiante y ser mas responsable para no sufrir las consecuensias) ",Tristeza,Experiencia personal,Hace un año,Casi nunca,Nadie,A mi,,Otro (especifique),Aperndi que con el estudio sea como sea presencial o virtual hay que estar pendientes y ser responsables con eso,Ninguna de las anteriores,Son aburridos y no te gustan.,No me gustan,Mucho,Nada,Educación sexual,,Trabajo colaborativo.,14,Más juegos,
12732917173,404495119,2021-06-10 14:30:30,2021-06-10 14:56:14,190.248.6.59,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Hombre,Me enseñaron a manejar el Classroom en el nuevo colegio al que llegué y luego de esto mi celular falló y no pude acceder más a mi cuenta ni mi classroom por ello me tocó hacer las tareas por el whatsApp hasta que empezó la alternancia y ya estoy llendo a estudiar todos los días y también hago algunas fichas interactivas que me manda la profe por el whatsApp ,Rabia,Experiencia personal,Hace seis meses,Casi siempre,Los profesores y las directivas,Profesores,,Aprendí nuevas habilidades y conocimientos.,,Tu relación con el colegio y la educación.,Hacen que te intereses por nuevas maneras de aprender.,No me ofrecen/ No sé,Mucho,Más o menos,Relación con los profesores,,Trabajo colaborativo.,50,Más casos y ejemplos de la vida real.,
12732898411,404495119,2021-06-10 14:41:39,2021-06-10 14:49:27,181.51.32.197,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Mujer,Pues la verdad no me a pasado nada interesante el las clases virtuales y pero si he aprendido mucho a manejar aplicaciones dispositivos y muchas cosas mas   ,Alegría,Experiencia personal,Hace un año,Siempre,Los profesores y las directivas,A mi,,Aprendí nuevas habilidades y conocimientos.,,Tu futuro,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Mucho,Mucho,Educación sexual,,Buena comunicación.,100,Más trabajos en grupo,
12732886051,404495119,2021-06-10 14:28:40,2021-06-10 14:44:19,45.178.14.57,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Mujer,Había un a ves un a niña que se llamaba eibis Valdes corre la niña estaba en clase virtual con la profe y de pronto entro a la a clase virtual una niña desconocida la niña eibis estaba muy nerviosa y asustada,Miedo/angustia,Experiencia personal,Hace algunos días o semanas,Casi nunca,Los compañeros,Amigos,,Otro (especifique),Que tenemos que tener cuidado en clase ,La forma en que te relacionas con los demás,Hacen que te intereses por nuevas maneras de aprender.,Me encantan,Mucho,Mucho,Innovación y creatividad,,Buena comunicación.,100,Más juegos,
12732881998,404495119,2021-06-10 14:23:44,2021-06-10 14:42:46,181.135.111.221,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Hombre,"en el 2020 deje de hacer las tareas yo en eso no me interesaba hacerlas ya que era virtual y casi pierdo el año por no hacer las tarea  pero me propuse a hacerlas y pase el año derecho y hoy año 2021 me e propuesto a hacer las tareas el mismo día que la profe la publica, NO quiero volver a hacer el niño del 2020, hasta ahora me a ido bien no tengo tareas pendientes por que las hago el mismo día que la publican y así mejorar aun más mi rendimiento académico.",Tristeza,Experiencia personal,Hace un año,Casi nunca,Padres/familia,A mi,,Otro (especifique),que nunca hay dejarse llevar por la pereza y siempre hay algo que hay que mejorar,Tus emociones o sentimientos,Hacen que desees volver al salón de clase.,Me encantan,Mucho,Mucho,Innovación y creatividad,,Innovación y creatividad.,100,Más actividades fuera del aula.,
12732881842,404495119,2021-06-10 14:24:16,2021-06-10 14:42:43,181.135.108.178,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Hombre,"Un día  en clase de matemáticas del año pasado, del grado 4 estaba con mi abuelo escuchando atentamente la clase , cuando la profe marisol hizo una pregunta para que la respondiéramos los alumnos, pero ninguno acertó con la que era, mi abuelo y yo sabíamos la respuesta  pero a mi me dio pena contestar  y el abuelo se enojo y me llamo la atención. desde ese día comprendí que debo dejar la pena y responder si se o no se la respuesta.         ",Motivación,Experiencia personal,Hace un año,Casi nunca,Todo el mundo,Familia,,Aprendí nuevas habilidades y conocimientos.,,Tus emociones o sentimientos,Hacen que te intereses por nuevas maneras de aprender.,Me encantan,Mucho,Mucho,Riegos cibernéticos,,Trabajo colaborativo.,1,Más lecturas.,
12732873739,404495119,2021-06-10 14:31:18,2021-06-10 14:39:26,45.175.20.2,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Mujer,en un tiempo mi internet estaba muy malo y no podía entrar a clases y fue muy malo ,Rabia,Experiencia personal,Hace algunos días o semanas,Casi siempre,Todo el mundo,A mi,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Mucho,Educación y aprendizaje,,Trabajo colaborativo.,50,Más investigación,
12732868279,404495119,2021-06-10 14:25:46,2021-06-10 14:37:58,181.51.32.187,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Hombre,mi mama no sabe mucho en el internet y entonces ella cree que lo estoy haciendo mal cuando hago tarea cuando lo estoy haciendo bien ,Tristeza,Experiencia personal,Hace algunos días o semanas,Casi siempre,Nadie,Familia,,Otro (especifique),tener pacencia ,Tus emociones o sentimientos,Son aburridos y no te gustan.,No me ofrecen/ No sé,Más o menos,Poco,Innovación y creatividad,,Pensamiento critico.,54,Más conversación.,
12732869146,404495119,2021-06-10 14:23:51,2021-06-10 14:37:39,181.132.92.9,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Mujer,cuando empezamos la virtualidad nos pareció muy duro y no sabiamos nada. ,Alegría,Experiencia personal,Hace un año,Casi nunca,Padres/familia,A mi,,Aprendí nuevas habilidades y conocimientos.,,Tu futuro,Son divertidos y los disfrutas.,Son buenas,Mucho,Mucho,Innovación y creatividad,,Trabajo colaborativo.,46,Más casos y ejemplos de la vida real.,
12732865907,404495119,2021-06-10 14:23:59,2021-06-10 14:36:24,181.132.67.27,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Hombre,"Un día yo iba a entrar a la clase, cuan se me fue el internet intenté entrar varias veces pero no me dejó entrar, cuando volvió el internet le conté a mi profesoras lo que me había pasado y me dijo que todos estaban igual.   ",Alegría,Experiencia personal,Hace algunos días o semanas,Casi nunca,Los profesores y las directivas,Amigos,,Aprendí a valorar como era la vida antes de la pandemia.,,Ninguna de las anteriores,Hacen que quieras entrar a ellos.,Son buenas,Mucho,Mucho,Educación y aprendizaje,,Trabajo colaborativo.,44,Más lecturas.,
12732865422,404495119,2021-06-10 14:24:13,2021-06-10 14:36:12,181.132.92.118,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Mujer,"Al principio tuve dificultad para acoplarme a las clases virtuales, me daba dificultad trabajar en el classroom, y tampoco sabía montar las fotos ni mandar tareas, fue pasando el tiempo y ya puedo trabajar mejor, gracias a mis compañeros y a mi profe, gracias a ellos ya puedo trabajar  y aprendo mas cada día, y gracias también a mi familia que me ayudo mucho.",Alegría,Experiencia personal,Hace un año,Frecuentemente,Los profesores y las directivas,Familia,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu futuro,Hacen que te intereses por nuevas maneras de aprender.,Me encantan,Mucho,Mucho,Educación y aprendizaje,,Trabajo colaborativo.,,Más trabajos en grupo,
12732863548,404495119,2021-06-10 14:27:58,2021-06-10 14:35:28,181.51.33.72,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Mujer,Un día yo no tuve Internet y me tocó ir donde una amiga,Alegría,Experiencia personal,Hace algunos días o semanas,Casi nunca,Los compañeros,Amigos,,Aprendí lo importante de compartir con mis amigos y compañeros.,,Tu relación con el colegio y la educación.,Hacen que te intereses por nuevas maneras de aprender.,Me encantan,Mucho,Mucho,Educación y aprendizaje,,Buena comunicación.,95,Más actividades fuera del aula.,
12732858312,404495119,2021-06-10 14:23:45,2021-06-10 14:33:31,191.95.152.180,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Hombre,cuando una estudiante llego al colegio y le explique con tenia que hacer el el colegio y en el descanso le di un recorrido,Tranquilidad,Experiencia personal,Hace un año,Casi nunca,Los compañeros,Amigos,,Aprendí a valorar como era la vida antes de la pandemia.,,Tus emociones o sentimientos,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Mucho,Mucho,Relación con los compañeros,,Trabajo colaborativo.,68,Más lecturas.,
12732853988,404495119,2021-06-10 14:23:43,2021-06-10 14:31:57,177.254.203.241,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Mujer,Me a parecido muy bueno pero siento q en presencial me va mejor por lo q podemos compartir cara a cara,Tranquilidad,Una opinión,Hace algunos días o semanas,Siempre,Padres/familia,A mi,,Aprendí a valorar como era la vida antes de la pandemia.,,Tus emociones o sentimientos,Hacen que desees volver al salón de clase.,Me encantan,Mucho,Más o menos,Innovación y creatividad,,Trabajo colaborativo.,100,Más actividades fuera del aula.,
12732745152,404495119,2021-06-10 13:36:32,2021-06-10 13:52:35,181.140.49.183,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Hombre,"cuando comenzo la pandemia hubieron muchos problemas no solo para mi si no que para todo el mundo la gente yubo que dejar el trabajo no avia dinero  para pargar servicios ni para comida y las personas no creian que eso los iba afectar pero cuando se dieron de cuenta que si los afecta si se comenzaron a cuidar pero ya era muy tarde ya la mayoria de gente ya estaba contaguiada y quiero que algo quede muy claro la pandemia mas grande es el gobierno por que se preguntaran les respondo  cuanta gente no muere de ambre como en ortos paises como africa dejan morir a todos por agua ,comida entre otros pero claro como la pandemia les afecto alos ricos hay si se combirtio en un problema y así concluyo ",Rabia,Una opinión,Hace un año,Siempre,Todo el mundo,Otro (especifique),a todo el mundo,Aprendí nuevas habilidades y conocimientos.,,Tu futuro,Son divertidos y los disfrutas.,Son buenas,Mucho,Más o menos,Justicia,,Trabajo colaborativo.,100,Más juegos,
12732744298,404495119,2021-06-10 13:39:57,2021-06-10 13:52:16,190.251.242.41,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Mujer,Un primo que a pesar de que vive en otra ciudad por motivos personales a podido estudiar virtual en diferentes ciudades,Alegría,Experiencia personal,Hace algunos días o semanas,Siempre,Padres/familia,Familia,,Aprendí lo importante de compartir con mis amigos y compañeros.,,Tu familia,Son divertidos y los disfrutas.,Me encantan,Mucho,Mucho,Valores,,Buena comunicación.,100,Más lecturas.,
12732693546,404495119,2021-06-10 13:08:56,2021-06-10 13:32:50,181.135.104.104,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Mujer,"En las clases virtuales me a ido muy bien, e aprendido mucho y e tenido mucho conocimiento sobre la tecnología sobre cosas que no sabia y me gusta mucho, también e tenido el apoyo de mi familia en todo este proceso y me va muy bien.",Motivación,Experiencia personal,Hace un año,Siempre,Los profesores y las directivas,Otro (especifique),A mi familia y yo,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu futuro,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Mucho,Mucho,Educación y aprendizaje,,Innovación y creatividad.,18,Más juegos,
12732681676,404495119,2021-06-10 13:12:32,2021-06-10 13:28:26,181.135.120.55,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Mujer,El dìa 16 de marzo del 2020 me levante muy entusiasmada  para ir al colegio cuando mi madre recibiò un comunicado del colegio diciendo que las clases se suspenden  para mi fue algo muy duro no volver a el colegio por que me gusta estudiar y compartir con mis compañeros e profesores debido a esta pandemia fue muy duro adaptarme a las clases virtuales por que no era igual que ir a el colegio por que no era el mismo aprendizaje y con esta sutuaciòn perdimos un familiar,Tristeza,Experiencia personal,Hace un año,Casi nunca,Padres/familia,Familia,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tus emociones o sentimientos,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Más o menos,Salud,,Buena comunicación.,100,Más lecturas.,
12732657911,404495119,2021-06-10 13:09:42,2021-06-10 13:24:13,181.51.32.133,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Hombre,yo estaba en el baño orinando y unos niños entraron y me apagaron la luz la profesora marisol,Alegría,Una historia que escuchaste por ahí,Hace algunos días o semanas,Siempre,Padres/familia,Familia,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu futuro,Son aburridos y no te gustan.,Me encantan,Poco,Nada,Salud,,Trabajo colaborativo.,100,Más talleres,
