respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Queremos saber cuánto te gusta ir al colegio, estudiar y aprender. Piensa en algo que te haya sucedido el año pasado en tu colegio, que te produjo una de estas trescosas. Escoge una:","De acuerdo con la situación que escogiste en la pregunta anterior ¿Cuál experiencia compartirías? Describe la experiencia, y lo que pasó",Sugiere un #hashtag o un título para tu respuesta anterior:,En la experiencia que escribí… (historia),Mi historia está relacionada con…,Esa situación me ayudó a…,Esta situación me va a ayudar a…,Esto me ayudó a entender…,En mi escuela mis profesores se dedican a…,Pensando en la situación/ejemplo que compartí... Esto me animó a aprender…,Lo que aprendí fue…,Lo que aprendí tiene importancia para…,Las decisiones fueron influenciadas por…,Esta situación me generó una sensación de… ,Esta situación sucede…,Esta historia se relaciona con…,Grado...,Edad... ,El nivel de educación de mis padres o acudientes es…,Género
12569396160,402496032,2021-04-12 16:31:55,2021-04-12 16:38:59,186.81.102.203,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,Por que la forma en que enseñan es muy buena y no se siente como si fuera una obligación si no más como un espacio de diversión ,#mientras aprendes te diviertes ,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,58,46,50,87,no está seguro,No se,Mi aporte a la humanidad/al mundo/a los demás,6,11 a 13 años,Postgrado,Mujer
12569394987,402496032,2021-04-12 16:34:06,2021-04-12 16:39:10,191.95.147.131,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,Cuando yo estaba en 5 la profe preguntó si sabían sobre los meridianos y paralelos y yo no sabía pero la profe nos explico y hay supe sobre eso,#Aprendealgonuevo,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,34,19,100,47,Felicidad,Todo el tiempo,Ninguna de las anteriores,6,11 a 13 años,Bachiller,Hombre
12569394841,402496032,2021-04-12 16:32:23,2021-04-12 16:39:22,181.132.245.64,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,no sabia sobre los mitos romanos y griegos,mitos griegos y romanos,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,63,51,52,100,Felicidad,No se,Ninguna de las anteriores,6,11 a 13 años,Bachiller,Mujer
12569393008,402496032,2021-04-12 16:34:05,2021-04-12 16:37:08,201.233.220.130,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,,,Me dio curiosidad por saber más,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,71,3,15,44,Felicidad,No se,Lo que hago en mi tiempo libre,6,11 a 13 años,Bachiller,Hombre
12569390628,402496032,2021-04-12 16:26:15,2021-04-12 16:36:29,181.58.38.133,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te confundió,en el año pasado en matemáticas nos estaba diciendo que no le aviamos puesto atención a algo que ella explico hace días pero ella no nos había dicho nada  y nos confundió pero luego se acordó que esa explicación se la dio a otro grupo,#CONFUNDIDO,Me sentí confundido/no entendí nada,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,100,70,100,100,Angustia/Miedo,Con frecuencia,Ninguna de las anteriores,6,11 a 13 años,Bachiller,Hombre
12569389446,402496032,2021-04-12 16:29:14,2021-04-12 16:35:53,181.132.197.54,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"Aprendí bastant el año anterior, una de las experiencias fué sobre mi proyectl de investigacíon sobre una espécie de abejas meliponas, aprendí cosas nuevas. ",#HastagProyectoAbejasAngelitas,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,80,19,5,90,Satisfacción/orgullo,Con frecuencia,El cuidado del medio ambiente,6,11 a 13 años,No se,Hombre
12569389181,402496032,2021-04-12 16:29:07,2021-04-12 16:35:33,190.240.135.135,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Bueno el año pasado no estaba en este colegio pero recuerdo que hubo una tarea de español sobre leeré un libro gracias a esto descubrí que amo leer ,#amoleer,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,50,51,50,100,Satisfacción/orgullo,Con frecuencia,Lo que hago en mi tiempo libre,6,11 a 13 años,Técnico,Mujer
12569387254,402496032,2021-04-12 16:27:10,2021-04-12 16:35:03,181.132.233.1,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,El año pasado me gusta la feria que enséñanos las cosas de artística y pues como todo español con alpc etc...,#escula #estudiando,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,100,19,15,100,Felicidad,Una vez,El trabajo en equipo,6,11 a 13 años,Bachiller,Mujer
12569384964,402496032,2021-04-12 16:28:53,2021-04-12 16:34:34,181.128.95.17,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,Compartir con mis compañeros y profesora proyectos del colegio actividades,8,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,78,25,63,80,Felicidad,Una vez,Lo que hago en mi tiempo libre,4,8 a 10 años,Bachiller,Hombre
12569384036,402496032,2021-04-12 16:26:48,2021-04-12 16:33:38,186.81.102.191,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Pudimos estar más acompañados de nuestros padres y así fue más divertido,@estudiaenfamilia,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,54,50,51,no está seguro,Rara vez,Relación con la familia,6,11 a 13 años,Técnico,Hombre
12569352040,402496032,2021-04-12 16:12:38,2021-04-12 16:19:38,181.128.3.133,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te confundió,No eso no es muy personal pero prometo ser mejor estudiante,Mejor por hoy y siempre,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,36,0,0,Tristeza,Todo el tiempo,Lo que hago en las horas de clase,,,,
12569271586,402496032,2021-04-12 14:29:49,2021-04-12 15:49:10,179.12.108.56,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te confundió,Como todo lo de la virtualidad fue nuevo al principio si fue algo confuso y tuvo sus altibajos,#nuevometodo,Me sentí confundido/no entendí nada,Mi país/el mundo,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,27,52,77,49,Indiferencia,Con frecuencia,Ninguna de las anteriores,7,11 a 13 años,Universitario,Mujer
12569261584,402496032,2021-04-12 15:39:04,2021-04-12 15:45:01,181.128.3.133,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,A dividir y multiplicar,Me enseñan cosas,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,87,15,92,100,Felicidad,Una vez,El trabajo en equipo,5,8 a 10 años,No se,Hombre
12569229599,402496032,2021-04-12 15:18:32,2021-04-12 15:45:11,181.128.3.133,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,por que en el otro colejio mi profesora me en seño adividir por 1 cifra y por 2 cifras,que mi profesora me  en seño adividir,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,100,20,100,92,Angustia/Miedo,Rara vez,El trabajo en equipo,4,8 a 10 años,Postgrado,Mujer
12569223376,402496032,2021-04-12 15:02:24,2021-04-12 15:32:31,181.61.160.212,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,pues a mi me gustaria aprnder cosas nuevas porque asi piedo adelntar mi conocimiento y el de los demas y repasar lo pasado,#regresoaclase #quierovolveraclase,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,40,40,79,50,no está seguro,No se,Ninguna de las anteriores,7,11 a 13 años,No se,Mujer
12569203589,402496032,2021-04-12 15:11:55,2021-04-12 15:22:41,181.132.244.98,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,habían varios temas que me confundían mucho pero  me parecían muy interesante y ps con el tiempo ya aprendí mas   ,#aprendedivertido y #aprendefelizyconganas,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,96,77,23,88,Felicidad,Con frecuencia,Ninguna de las anteriores,7,14 a 16 años,No se,Mujer
12569192826,402496032,2021-04-12 15:01:45,2021-04-12 15:18:32,181.58.38.93,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,que cuando los profesores enseñaban un tema que me interesaba mucho queria seguir eschucahando mucho mas sobre el teme,#megustaaprendermas,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,93,100,50,no está seguro,Rara vez,Cómo resolver conflictos,7,11 a 13 años,No se,Mujer
12569192265,402496032,2021-04-12 15:02:50,2021-04-12 15:18:41,181.132.221.115,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,la cadena alimenticia  fue una de las cosas que mas me sorprendio por que yocreia que el animal mas pequeño puede matar al mas grande y asi susesibamente,#vidaanimal,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,80,20,91,50,Esperanza,Con frecuencia,El trabajo en equipo,7,11 a 13 años,Bachiller,Hombre
12569191010,402496032,2021-04-12 15:11:21,2021-04-12 15:20:37,181.62.28.91,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,me enseño cual es el 2 departamento de antioquia,#antioquia,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,78,25,72,28,Felicidad,Con frecuencia,La forma como los profesores me evalúan,,14 a 16 años,Bachiller,Hombre
12569190960,402496032,2021-04-12 15:11:41,2021-04-12 15:19:37,191.88.144.214,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,,,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,100,50,55,100,Felicidad,Todo el tiempo,Innovación / creatividad,7,11 a 13 años,Universitario,Hombre
12569188783,402496032,2021-04-12 15:12:19,2021-04-12 15:17:21,181.134.133.21,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,A ser una persona mas real y poner mas empen?o en mis tareas,#soyreal,Me dio curiosidad por saber más,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,54,28,71,79,Satisfacción/orgullo,Una vez,Relación con los compañeros,7,11 a 13 años,Postgrado,Mujer
12569185671,402496032,2021-04-12 15:13:24,2021-04-12 15:15:40,181.58.38.100,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,Nada,Nada,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,96,89,100,100,Felicidad,Con frecuencia,Tecnología y herramientas digitales,7,11 a 13 años,Bachiller,Hombre
12569183577,402496032,2021-04-12 15:01:22,2021-04-12 15:15:08,190.240.148.141,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"Que estaba en el descanso pasando por la cancha, y vi a unos niños junto a un profesor me acerque y era sobre un proyecto y me llamó la atención ",#aprendemas,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,35,74,81,Felicidad,Rara vez,Cómo resolver conflictos,7,11 a 13 años,Técnico,Hombre
12569181876,402496032,2021-04-12 15:01:55,2021-04-12 15:14:53,181.132.237.132,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te confundió,,,Me sentí confundido/no entendí nada,,Entender a lo que pasa a mi alrededor,,,Ayudarnos a alcanzar lo que nos proponemos,77,30,100,95,no está seguro,No se,Ninguna de las anteriores,7,11 a 13 años,No se,Hombre
12569179403,402496032,2021-04-12 15:02:58,2021-04-12 15:17:35,190.69.36.251,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Aprendi más sobre una teoría y hablaban sobre dioses y las clases eran divertidas también sobre las religiones ,#amolaescuela,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,50,17,14,50,no está seguro,No se,Ninguna de las anteriores,7,11 a 13 años,Postgrado,Mujer
12569177968,402496032,2021-04-12 15:01:16,2021-04-12 15:13:02,179.12.99.105,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,en la clase de geografía en mi antiguo colegio en Brasil la profesora me ayudo en algo que no entendí y ella era super amable por que yo era de otro paisa    ,amabilidad ,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,32,18,26,83,Felicidad,Con frecuencia,La forma cómo los profesores enseñan,7,14 a 16 años,No se,Mujer
12569175002,402496032,2021-04-12 15:02:16,2021-04-12 15:12:28,186.81.102.239,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,La experiencias de aprender sobre las culturas griegas fue muy bueno porque me enseñó algo de lo que yo no sabia ,#cultura_Griega,Me sentí confundido/no entendí nada,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,9,35,100,100,no está seguro,No se,Cómo resolver conflictos,8,14 a 16 años,No se,Hombre
12569170969,402496032,2021-04-12 15:03:12,2021-04-12 15:10:18,179.12.109.91,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,A explorar más progamas saber más sobre tegnlogia ya que todo es virtual,#mastegnologia,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,79,40,50,68,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,7,11 a 13 años,Bachiller,Hombre
12569170381,402496032,2021-04-12 15:00:56,2021-04-12 15:13:12,190.248.153.252,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,en una clase de c. Naturales nos enseñaron mucha informacion sobre la galaxia y los planetas y me pareció muy interesante todo eso  ,#el universo ,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,68,14,18,94,Satisfacción/orgullo,No se,Ninguna de las anteriores,7,11 a 13 años,Bachiller,Mujer
12569170032,402496032,2021-04-12 15:03:02,2021-04-12 15:10:16,190.240.150.48,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,"porque varios profes me dieron y junto a todos mis compañeros nuevos temas muy muy interesantes, y que yo no sabia de cuyos",#aprendiendomedivierto,Me dio curiosidad por saber más,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,38,24,100,Felicidad,Todo el tiempo,El trabajo en equipo,7,14 a 16 años,Postgrado,Hombre
12569169838,402496032,2021-04-12 15:02:13,2021-04-12 15:12:40,191.88.153.65,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,no me acuerdo muy bien,#me gusta ir al colegio,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,67,65,50,100,Felicidad,Con frecuencia,El trabajo en equipo,7,11 a 13 años,Postgrado,Hombre
12569169759,402496032,2021-04-12 15:03:18,2021-04-12 15:10:59,191.95.156.30,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te confundió,me confundia por que no estaba preparado para virtual y me pasaba mucho con las clases y las tareas ,#confundido ,Me sentí confundido/no entendí nada,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,80,60,100,50,Satisfacción/orgullo,Rara vez,Cómo resolver conflictos,7,14 a 16 años,Postgrado,Hombre
12569167720,402496032,2021-04-12 15:02:31,2021-04-12 15:09:01,181.132.214.89,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,Pues si porque cuando anunciaron la cuarentena fue algo inesperado y no aprendí un poquito y me quedé con dudas,#aprendiendo,Me dio curiosidad por saber más,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,100,100,34,43,Angustia/Miedo,Con frecuencia,Bullying/ matoneo,7,11 a 13 años,Universitario,Hombre
12569167138,402496032,2021-04-12 15:00:50,2021-04-12 15:09:03,186.81.102.11,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,me enseño a ponerme las pilas,,Me dio curiosidad por saber más,,Entender a lo que pasa a mi alrededor,,,,,78,13,100,,,,7,11 a 13 años,Técnico,Hombre
12569162517,402496032,2021-04-12 15:02:36,2021-04-12 15:10:08,181.131.210.91,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,el profe dijo algo muy interesante que me intereso pero en este momento no se que fue ,aprender mucho mas,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,43,50,62,100,no está seguro,Con frecuencia,Cómo resolver conflictos,7,11 a 13 años,No se,Hombre
12569162308,402496032,2021-04-12 15:03:06,2021-04-12 15:09:11,181.206.82.163,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,En el colegio siempre aprendemos algo nuevo ,#precencial,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,79,73,64,Felicidad,Una vez,Mi aporte a la humanidad/al mundo/a los demás,7,14 a 16 años,Universitario,Hombre
12569162233,402496032,2021-04-12 15:00:49,2021-04-12 15:09:02,190.240.145.221,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,me enseña algo nuevo y curioso cada día,#aprendemas,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,10,16,50,84,Felicidad,Con frecuencia,Relación con la familia,7,11 a 13 años,Universitario,Mujer
12569161230,402496032,2021-04-12 15:00:40,2021-04-12 15:06:44,181.132.203.52,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,a mi el año pasado me enseñaron muchas cosas muy buenas ,#aprendimuchomas,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,100,99,100,Felicidad,No se,Innovación / creatividad,7,11 a 13 años,Bachiller,Mujer
12569160582,402496032,2021-04-12 15:01:29,2021-04-12 15:06:20,181.59.185.126,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,aprendí algo nuevo como las células la discontinuación de las materias ,#quierovolvepresencial,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,20,40,100,Felicidad,Todo el tiempo,Mi aporte a la humanidad/al mundo/a los demás,7,11 a 13 años,Universitario,Hombre
12569159468,402496032,2021-04-12 15:00:49,2021-04-12 15:06:06,179.12.124.133,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,Mi experiencia fue sobre la célula y me dio mucha curiosidad y estoy investigando sobre todo eso ,#CELULAS,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,86,51,100,45,Felicidad,No se,Ninguna de las anteriores,7,14 a 16 años,Bachiller,Hombre
12569157042,402496032,2021-04-12 15:00:40,2021-04-12 15:05:07,191.88.128.78,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,conocer profesores que les gusta enseñar,no,Me dio curiosidad por saber más,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,28,16,36,100,Felicidad,Una vez,La forma cómo los profesores enseñan,7,11 a 13 años,No se,Hombre
